iter	RMSE
763	0.1330296429
764	0.1329232821
765	0.1327594641
766	0.1326982618
767	0.1326281012
768	0.1325415863
769	0.1322176776
770	0.1320020412
771	0.1318017156
772	0.1314837266
773	0.1312189899
774	0.1311647821
775	0.1310476153
776	0.1310042093
777	0.1307819438
778	0.1306562021
779	0.1305870754
780	0.130434078
781	0.1304135941
782	0.1302116553
783	0.1300119061
784	0.1299792592
785	0.1298504394
786	0.1297223875
787	0.129554716
788	0.1293836617
789	0.1291501693
790	0.1290426866
791	0.1289125566
792	0.1286843075
793	0.1283814014
794	0.1282055691
795	0.1281776984
796	0.127842112
797	0.1277738298
798	0.1276237297
799	0.1274204984
800	0.1273462576
801	0.1271503063
802	0.1267803296
803	0.1266794789
804	0.1265597851
805	0.1263865191
806	0.1263126648
807	0.1261659125
808	0.12586018
809	0.1258253658
810	0.125624973
811	0.1254806581
812	0.1251442183
813	0.1250136401
814	0.1249562091
815	0.1247253988
816	0.1246743337
817	0.1244705647
818	0.124282735
819	0.1241369069
820	0.1240021207
821	0.1239078111
822	0.1237683234
823	0.1235796691
824	0.1235525512
825	0.1233218299
826	0.1231474415
827	0.1229599883
828	0.1228008477
829	0.1227571657
830	0.1225308607
831	0.1224674661
832	0.12210383
833	0.1217983986
834	0.1217040489
835	0.12162977
836	0.1214986895
837	0.121463033
838	0.1212569906
839	0.1210017339
840	0.1207421797
841	0.1205147648
842	0.120465611
843	0.1203713058
844	0.1202511499
845	0.1200593798
846	0.1198935229
847	0.1197269856
848	0.1196766573
849	0.1195077693
850	0.1192779716
851	0.1192323352
852	0.1190871821
853	0.1189616312
854	0.1188205105
855	0.1184878801
856	0.1184580631
857	0.1184184039
858	0.1182721582
859	0.1180936823
860	0.1179511182
861	0.1178255125
862	0.1176861979
863	0.1174736912
864	0.1173559865
865	0.1173088727
866	0.1171046629
867	0.1168661638
868	0.1167184985
869	0.116503867
870	0.1164178898
871	0.1162614163
872	0.1161668502
873	0.1160633328
874	0.1159872889
875	0.1158014242
876	0.1157798616
877	0.1157505909
878	0.1155770663
879	0.1153682622
880	0.1153172756
881	0.1152290862
882	0.1151873157
883	0.1151049458
884	0.1147942176
885	0.114487624
886	0.1143020386
887	0.1141540374
888	0.1138625707
889	0.113706569
890	0.1134729149
891	0.1133564827
892	0.1130460426
893	0.1128332689
894	0.112633508
895	0.1124551364
896	0.1122981403
897	0.112138871
898	0.1119840188
899	0.1119339949
900	0.1117149836
901	0.1114980177
902	0.1113822439
903	0.1111215106
904	0.1110309386
905	0.1108194087
906	0.1106939785
907	0.110638791
908	0.1105573986
909	0.1104034335
910	0.1103188054
911	0.1102349913
912	0.110205573
913	0.1100439583
914	0.1100043388
915	0.1099612674
916	0.1098217764
917	0.1097026911
918	0.1093410736
919	0.1092445878
920	0.1091786055
921	0.1091480654
922	0.1090864912
923	0.1089819593
924	0.1088967942
925	0.1088019016
926	0.1087691456
927	0.108727068
928	0.1086408724
929	0.10841213
930	0.1083726529
931	0.1083003439
932	0.10819488
933	0.108153069
934	0.1080878296
935	0.1080602757
936	0.1079001547
937	0.1078607686
938	0.1077692982
939	0.1076215366
940	0.1074964379
941	0.1073721993
942	0.1073005189
943	0.1071224216
944	0.1070828382
945	0.1069767151
946	0.1067097678
947	0.1066710741
948	0.1066542186
949	0.1065200334
950	0.1063091094
951	0.1061847248
952	0.1060408586
953	0.1060163988
954	0.105829403
955	0.1057982911
956	0.1057429608
957	0.1056895529
958	0.1056256957
959	0.1055822153
960	0.1054604655
961	0.1053042535
962	0.1050973415
963	0.1048890684
964	0.1047801057
965	0.10455454
966	0.1044659268
967	0.1043449764
968	0.1043099478
969	0.1040528946
970	0.1038612719
971	0.1036920909
972	0.1035509196
973	0.103395879
974	0.103353087
975	0.1031822079
976	0.1031333983
977	0.1028986134
978	0.1028804492
979	0.1026402673
980	0.1025785984
981	0.1024830745
982	0.1024436516
983	0.1023442233
984	0.1021651074
985	0.1020348653
986	0.1020028736
987	0.1019205908
988	0.1018504674
989	0.1017935704
990	0.1017557514
991	0.1016378194
992	0.1014658961
993	0.1013559737
994	0.1011803726
995	0.1011279322
996	0.1009571497
997	0.1009303883
998	0.1007644782
999	0.1006352671
